employee_id,age,department,job_level,education,location,tenure_years,salary,performance_rating,satisfaction_score,engagement_score,attrition,attrition_reason,training_hours,promotions,hire_date
EMP00223,53,Operations,Lead,Master,Austin TX,10,124069,Outstanding,4.1,3.9,1,Relocation,50,1,2011-12-11
EMP00224,35,Product,VP,PhD,New York NY,15,198799,Meets Expectations,2.1,3.2,0,,6,0,2018-02-04
EMP00225,51,Sales,Director,Bachelor,Boston MA,0,154071,Outstanding,1.6,2.8,0,,16,5,2016-05-07
EMP00226,39,Finance,Mid,High School,Seattle WA,2,86449,Meets Expectations,1.3,3.7,0,,80,2,2012-06-06
EMP00227,27,HR,Lead,High School,Austin TX,3,105035,Outstanding,1.3,3.4,0,,43,0,2022-08-27
EMP00228,30,Product,Director,Master,New York NY,15,152320,Needs Improvement,1.4,4.2,0,,38,1,2017-07-11
EMP00229,30,Product,VP,Master,Boston MA,4,192241,Outstanding,1.0,3.6,0,,27,5,2023-02-15
EMP00230,50,Marketing,Lead,Master,Seattle WA,6,107840,Outstanding,1.6,1.5,0,,40,1,2019-08-08
EMP00231,27,HR,Senior,Master,San Francisco CA,7,103133,Needs Improvement,3.9,2.1,0,,66,4,2012-10-25
EMP00232,47,HR,Director,PhD,Austin TX,9,171173,Outstanding,4.6,4.8,1,Compensation,63,5,2025-12-05
EMP00233,22,Sales,Manager,Bachelor,Seattle WA,11,130370,Exceeds Expectations,4.4,3.3,1,Better Opportunity,2,4,2024-05-14
EMP00234,38,Sales,Junior,PhD,Seattle WA,6,46305,Exceeds Expectations,4.8,2.6,0,,51,0,2016-03-31
EMP00235,27,Marketing,Senior,PhD,Chicago IL,9,87589,Exceeds Expectations,1.8,4.2,0,,8,2,2014-05-10
EMP00236,37,Product,Director,Master,Boston MA,1,158011,Needs Improvement,2.7,2.8,1,Personal,22,0,2014-09-26
EMP00237,30,Engineering,Director,Bachelor,New York NY,0,155368,Exceeds Expectations,2.4,3.1,0,,16,5,2016-05-22
EMP00238,29,Finance,Director,PhD,Seattle WA,0,160977,Needs Improvement,2.1,1.3,0,,65,2,2023-01-18
EMP00239,58,Engineering,Lead,Bachelor,Boston MA,5,117048,Needs Improvement,4.1,4.6,0,,65,0,2026-04-12
EMP00240,22,Engineering,VP,PhD,San Francisco CA,7,191506,Needs Improvement,2.5,1.6,0,,41,1,2021-03-24
EMP00241,42,Product,Director,Bachelor,San Francisco CA,8,177066,Needs Improvement,2.5,3.0,1,Relocation,5,3,2022-06-30
EMP00242,40,Sales,Lead,Master,Boston MA,9,115724,Exceeds Expectations,2.8,2.5,1,Relocation,31,3,2011-12-30
EMP00243,53,Operations,Manager,PhD,Austin TX,6,144001,Needs Improvement,4.0,2.0,0,,29,4,2022-01-08
EMP00244,22,Operations,Director,High School,San Francisco CA,10,150047,Exceeds Expectations,2.5,4.0,0,,67,1,2013-06-04
EMP00245,25,Product,Lead,Master,Seattle WA,4,128319,Outstanding,1.2,1.9,0,,10,4,2018-12-24
EMP00246,30,Sales,Manager,Bachelor,New York NY,12,122452,Meets Expectations,1.2,3.6,0,,33,2,2016-11-04
EMP00247,42,Product,Director,Bachelor,Austin TX,10,164835,Needs Improvement,1.3,1.8,0,,21,3,2023-06-02
EMP00248,48,Customer Success,Senior,Master,Austin TX,3,102561,Outstanding,4.1,2.8,0,,11,1,2024-12-02
EMP00249,24,Finance,VP,PhD,Chicago IL,6,217391,Exceeds Expectations,1.6,3.8,0,,6,5,2024-09-21
EMP00250,33,Finance,Senior,PhD,Austin TX,0,98251,Needs Improvement,3.2,3.2,0,,17,0,2021-12-02
EMP00251,36,Engineering,Junior,Master,Austin TX,4,51492,Needs Improvement,2.5,3.5,0,,2,0,2017-10-25
EMP00252,50,HR,Director,PhD,Austin TX,4,153013,Needs Improvement,4.3,2.3,0,,21,4,2018-08-28
EMP00253,47,Product,VP,Master,New York NY,15,190966,Meets Expectations,2.7,2.4,0,,57,1,2014-05-02
EMP00254,37,Engineering,Manager,PhD,San Francisco CA,9,136347,Exceeds Expectations,3.2,1.2,0,,53,1,2017-08-01
EMP00255,56,HR,Director,Master,Chicago IL,0,162533,Outstanding,2.4,3.2,0,,64,2,2016-04-09
EMP00256,33,Product,Senior,High School,Seattle WA,0,95448,Exceeds Expectations,1.1,4.2,0,,67,2,2020-05-10
EMP00257,28,HR,Mid,Bachelor,Chicago IL,7,86524,Needs Improvement,3.1,4.2,0,,49,2,2016-08-08
EMP00258,37,Marketing,Mid,Bachelor,Chicago IL,10,91417,Exceeds Expectations,2.4,3.4,0,,24,3,2017-02-05
EMP00259,53,Finance,Mid,High School,New York NY,1,67957,Outstanding,3.4,1.1,1,Relocation,25,1,2016-11-08
EMP00260,33,Operations,Director,Master,Austin TX,10,151951,Needs Improvement,3.3,4.7,1,Work-Life Balance,50,4,2015-03-21
EMP00261,41,Sales,Senior,Master,San Francisco CA,10,89471,Outstanding,3.9,2.7,0,,71,5,2020-06-18
EMP00262,33,Operations,Mid,PhD,Chicago IL,12,75053,Needs Improvement,2.2,1.7,0,,4,1,2012-08-03
EMP00263,36,Operations,VP,Bachelor,Boston MA,3,206258,Exceeds Expectations,4.0,2.0,1,Better Opportunity,42,3,2018-04-26
EMP00264,35,Engineering,Senior,High School,Seattle WA,7,107713,Needs Improvement,2.0,1.4,1,Career Growth,53,1,2018-08-16
EMP00265,46,Product,Lead,Bachelor,Seattle WA,11,122892,Meets Expectations,4.3,4.2,0,,9,0,2021-12-01
EMP00266,42,Finance,Junior,High School,New York NY,8,48431,Needs Improvement,1.7,2.5,1,Relocation,78,3,2025-03-08
EMP00267,32,Engineering,Lead,Master,Boston MA,13,110147,Outstanding,2.3,4.9,1,Work-Life Balance,38,1,2016-02-04
EMP00268,47,Sales,Junior,Bachelor,Austin TX,15,50032,Outstanding,1.0,1.4,1,Better Opportunity,26,1,2022-12-20
EMP00269,52,Finance,Junior,High School,Boston MA,3,55104,Exceeds Expectations,2.9,4.6,0,,69,3,2026-03-31
EMP00270,46,Marketing,Senior,Master,Chicago IL,11,91113,Meets Expectations,2.1,2.9,0,,7,1,2019-08-12
EMP00271,44,Sales,Junior,PhD,Chicago IL,13,69787,Outstanding,3.2,4.4,0,,30,3,2018-10-13
EMP00272,47,Finance,Junior,High School,Seattle WA,1,61452,Meets Expectations,3.1,3.3,0,,22,1,2023-05-06
EMP00273,34,HR,VP,Master,New York NY,4,191398,Meets Expectations,5.0,2.7,0,,8,0,2019-05-18
EMP00274,47,Product,Manager,High School,Seattle WA,10,148069,Outstanding,2.8,4.5,0,,19,1,2022-09-09
EMP00275,58,Sales,Junior,Master,Seattle WA,3,70747,Outstanding,3.1,2.4,0,,62,4,2021-05-30
EMP00276,33,Customer Success,Junior,PhD,New York NY,8,58204,Needs Improvement,3.4,3.8,1,Personal,30,0,2022-02-22
EMP00277,45,Customer Success,Senior,High School,San Francisco CA,0,96071,Outstanding,2.2,2.1,0,,17,2,2021-11-19
EMP00278,42,Customer Success,VP,PhD,Boston MA,8,213881,Meets Expectations,3.6,1.8,0,,62,4,2025-11-01
EMP00279,25,Operations,VP,Bachelor,San Francisco CA,5,192150,Needs Improvement,3.0,1.5,0,,25,0,2018-02-02
EMP00280,51,HR,Junior,High School,Boston MA,1,56808,Outstanding,2.1,4.3,0,,3,1,2019-06-08
EMP00281,50,Operations,Lead,High School,New York NY,5,133523,Exceeds Expectations,3.2,2.4,0,,3,3,2018-04-03
EMP00282,58,Engineering,Mid,High School,Boston MA,6,93085,Outstanding,1.9,1.8,0,,1,3,2017-01-16
EMP00283,33,Marketing,Director,PhD,Seattle WA,0,157332,Exceeds Expectations,4.2,2.2,0,,44,3,2013-07-07
EMP00284,51,Finance,Mid,Master,Chicago IL,9,87190,Needs Improvement,3.5,3.3,0,,76,4,2023-12-11
EMP00285,28,Finance,Senior,Master,Boston MA,15,87091,Exceeds Expectations,2.1,2.3,0,,38,1,2021-04-14
EMP00286,37,Marketing,Manager,Bachelor,Boston MA,1,146392,Exceeds Expectations,4.2,2.6,0,,3,5,2011-09-23
EMP00287,38,Customer Success,Senior,Master,Boston MA,13,98257,Meets Expectations,1.1,3.8,0,,28,5,2019-03-13
EMP00288,44,Customer Success,Director,High School,Seattle WA,9,177702,Exceeds Expectations,3.6,3.2,0,,16,5,2025-05-01
EMP00289,57,Finance,Director,Master,Seattle WA,5,172272,Meets Expectations,3.6,1.9,0,,42,2,2016-06-27
EMP00290,40,Finance,Manager,PhD,San Francisco CA,14,147892,Needs Improvement,1.2,3.5,1,Relocation,15,5,2025-02-01
EMP00291,41,Product,Manager,PhD,Chicago IL,13,121771,Exceeds Expectations,1.6,5.0,0,,58,1,2020-11-16
EMP00292,33,Operations,VP,High School,Seattle WA,2,205977,Needs Improvement,4.9,2.3,0,,35,1,2019-01-12
EMP00293,32,Marketing,Manager,PhD,Seattle WA,15,145729,Outstanding,1.4,3.5,0,,61,3,2013-08-31
EMP00294,56,Engineering,Junior,High School,Boston MA,6,68942,Meets Expectations,1.1,2.3,0,,0,5,2021-09-23
EMP00295,44,HR,Mid,High School,New York NY,9,69224,Needs Improvement,3.0,2.2,1,Work-Life Balance,58,5,2023-03-16
EMP00296,30,Operations,Lead,High School,San Francisco CA,10,134536,Outstanding,4.0,1.7,0,,28,5,2017-03-24
EMP00297,23,Marketing,Mid,High School,Chicago IL,5,69035,Exceeds Expectations,3.6,1.1,0,,6,5,2011-08-30
EMP00298,23,Sales,Director,PhD,Boston MA,1,172601,Exceeds Expectations,2.8,1.5,1,Compensation,26,5,2026-02-22
EMP00299,48,Engineering,Senior,High School,Chicago IL,3,106708,Outstanding,3.5,3.8,0,,79,0,2015-05-17
EMP00300,28,Finance,Junior,Master,Boston MA,15,51509,Meets Expectations,4.1,4.3,0,,52,2,2023-08-29
EMP00301,57,Marketing,Junior,High School,Boston MA,15,74830,Needs Improvement,4.7,2.3,0,,11,0,2017-11-06
EMP00302,27,Customer Success,Mid,Master,New York NY,2,88709,Outstanding,4.6,3.6,0,,59,0,2022-01-27
EMP00303,33,Sales,VP,High School,Austin TX,1,217926,Needs Improvement,4.2,2.3,0,,1,1,2014-07-03
EMP00304,44,Marketing,Senior,Bachelor,Austin TX,14,105375,Exceeds Expectations,3.9,2.5,0,,51,3,2022-01-21
EMP00305,46,Customer Success,Senior,High School,San Francisco CA,15,111211,Meets Expectations,4.5,1.7,0,,13,3,2016-08-23
EMP00306,58,Customer Success,VP,PhD,Seattle WA,14,195939,Meets Expectations,4.1,3.4,0,,14,3,2022-10-08
EMP00307,26,Customer Success,Junior,Master,Chicago IL,8,66462,Meets Expectations,3.8,3.7,0,,66,5,2020-01-10
EMP00308,37,Sales,Lead,High School,Boston MA,15,116329,Needs Improvement,3.6,1.6,0,,20,4,2024-03-16
EMP00309,53,Customer Success,VP,High School,Chicago IL,5,192453,Exceeds Expectations,2.3,2.3,0,,28,4,2021-07-27
EMP00310,37,Product,Lead,PhD,New York NY,2,120043,Outstanding,3.3,1.4,0,,15,3,2013-04-18
EMP00311,47,Engineering,Junior,Bachelor,Boston MA,13,46174,Exceeds Expectations,1.0,1.4,0,,58,2,2018-02-24
EMP00312,25,Operations,VP,Master,Boston MA,7,217666,Outstanding,3.2,3.5,0,,57,0,2019-01-03
EMP00313,36,Sales,VP,High School,Austin TX,0,201185,Exceeds Expectations,3.5,4.2,0,,21,3,2019-10-23
EMP00314,48,Marketing,VP,Bachelor,Seattle WA,3,198332,Outstanding,1.8,4.7,0,,24,5,2023-12-23
EMP00315,48,Operations,Junior,PhD,Boston MA,1,65750,Outstanding,3.4,4.1,0,,75,4,2020-11-05
EMP00316,22,Marketing,Lead,Bachelor,Boston MA,1,123128,Meets Expectations,4.4,2.9,0,,16,0,2025-10-17
EMP00317,42,Product,Director,PhD,New York NY,12,163718,Exceeds Expectations,4.7,4.0,0,,37,3,2012-01-19
EMP00318,48,Marketing,Mid,Bachelor,San Francisco CA,9,92625,Meets Expectations,4.4,3.8,0,,79,5,2024-09-22
EMP00319,44,Finance,Director,High School,New York NY,4,173278,Exceeds Expectations,4.8,3.0,0,,71,3,2015-07-16
EMP00320,56,Product,Director,PhD,San Francisco CA,9,178753,Needs Improvement,4.2,3.1,0,,6,5,2017-01-07
EMP00321,39,Engineering,Mid,Bachelor,Chicago IL,5,74391,Exceeds Expectations,1.6,1.2,0,,4,2,2025-03-23
EMP00322,57,Customer Success,Junior,High School,Seattle WA,7,69327,Exceeds Expectations,2.6,3.0,0,,49,3,2015-10-13
EMP00323,25,Operations,Manager,Bachelor,Boston MA,0,144368,Outstanding,3.5,4.1,0,,47,4,2021-07-09
EMP00324,34,HR,VP,High School,Seattle WA,9,204706,Meets Expectations,3.7,1.7,0,,5,3,2017-10-08
EMP00325,38,Finance,Manager,High School,San Francisco CA,4,125273,Meets Expectations,2.0,2.3,0,,41,4,2026-03-20
EMP00326,41,Engineering,VP,Bachelor,San Francisco CA,15,215883,Exceeds Expectations,2.4,4.1,0,,66,0,2018-11-18
EMP00327,56,Marketing,Lead,Master,New York NY,12,108012,Exceeds Expectations,4.5,3.7,0,,27,4,2025-09-04
EMP00328,22,Customer Success,Manager,High School,Boston MA,3,141919,Meets Expectations,2.0,3.6,0,,41,3,2025-01-19
EMP00329,38,Sales,Lead,PhD,Austin TX,9,105809,Outstanding,4.3,2.5,0,,37,5,2013-12-12
EMP00330,54,HR,Senior,High School,San Francisco CA,2,88144,Needs Improvement,4.8,3.2,0,,80,1,2014-04-23
EMP00331,28,Product,VP,High School,Boston MA,6,207621,Outstanding,4.5,4.0,0,,19,0,2020-02-17
EMP00332,43,Customer Success,Director,Bachelor,New York NY,1,152867,Needs Improvement,1.7,2.0,1,Career Growth,49,3,2025-08-27
EMP00333,42,Product,Lead,High School,Boston MA,0,117763,Needs Improvement,3.1,3.6,0,,9,2,2024-02-10
EMP00334,41,Sales,Senior,PhD,San Francisco CA,2,94224,Needs Improvement,2.8,2.6,0,,68,1,2013-09-28
EMP00335,47,Marketing,Director,High School,Chicago IL,9,170776,Exceeds Expectations,3.7,4.7,1,Relocation,18,0,2021-01-30
EMP00336,58,Engineering,Junior,Bachelor,Seattle WA,12,62601,Exceeds Expectations,1.3,1.8,0,,65,1,2015-01-06
EMP00337,36,Marketing,Mid,PhD,Boston MA,8,71367,Needs Improvement,3.7,3.3,1,Relocation,9,2,2012-04-08
EMP00338,28,Sales,Senior,High School,New York NY,6,108776,Meets Expectations,4.8,2.4,0,,79,0,2017-05-01
EMP00339,53,HR,Senior,Master,Seattle WA,14,95759,Exceeds Expectations,2.2,3.3,0,,21,0,2025-03-05
EMP00340,36,Operations,Mid,PhD,Seattle WA,13,74066,Outstanding,1.5,3.9,0,,45,2,2022-05-03
EMP00341,28,Customer Success,Manager,Bachelor,New York NY,5,141153,Meets Expectations,4.4,4.4,0,,80,0,2022-02-12
EMP00342,54,Sales,Junior,Master,Chicago IL,0,71628,Needs Improvement,2.6,3.4,0,,69,3,2018-08-24
EMP00343,47,Marketing,Senior,High School,Seattle WA,7,114210,Outstanding,3.9,2.2,0,,46,4,2019-05-01
EMP00344,37,Engineering,Director,PhD,New York NY,5,174812,Meets Expectations,2.8,1.7,0,,5,1,2021-05-20
EMP00345,26,Customer Success,Mid,PhD,Seattle WA,8,77105,Exceeds Expectations,3.7,3.1,0,,58,0,2019-08-16
EMP00346,42,Engineering,Director,Bachelor,Seattle WA,3,173060,Exceeds Expectations,3.5,2.1,0,,48,2,2021-09-30
EMP00347,38,Sales,Manager,PhD,Seattle WA,12,149728,Exceeds Expectations,2.6,4.3,0,,77,0,2022-06-01
EMP00348,32,Marketing,Lead,Master,Chicago IL,7,107526,Meets Expectations,2.1,1.6,0,,15,5,2022-06-26
EMP00349,43,HR,Lead,High School,San Francisco CA,3,120778,Outstanding,2.9,3.4,0,,5,1,2016-06-28
EMP00350,54,Marketing,Mid,PhD,Chicago IL,1,94189,Meets Expectations,1.2,2.0,0,,72,5,2022-11-19
EMP00351,40,Engineering,Director,Bachelor,Seattle WA,2,157097,Meets Expectations,5.0,4.5,0,,76,1,2026-01-18
EMP00352,54,Marketing,Manager,Bachelor,Seattle WA,8,125495,Needs Improvement,2.4,2.8,0,,49,1,2017-11-13
EMP00353,34,Sales,Junior,High School,Austin TX,13,72083,Needs Improvement,1.4,2.9,1,Career Growth,16,4,2013-09-03
EMP00354,49,Engineering,VP,PhD,New York NY,13,202136,Outstanding,3.8,2.7,0,,75,5,2015-01-05
EMP00355,30,Sales,Lead,Master,San Francisco CA,8,120634,Outstanding,4.6,1.3,0,,0,5,2013-04-15
EMP00356,55,Engineering,Manager,PhD,New York NY,3,137031,Exceeds Expectations,3.6,3.8,1,Better Opportunity,19,3,2021-06-17
EMP00357,56,Finance,Senior,PhD,Chicago IL,13,103503,Meets Expectations,2.1,3.7,0,,71,3,2017-09-06
EMP00358,57,Marketing,Senior,Bachelor,Boston MA,15,93315,Outstanding,3.3,4.1,0,,15,5,2013-04-06
EMP00359,32,HR,Lead,Bachelor,Seattle WA,3,112027,Needs Improvement,4.1,4.2,0,,0,0,2013-08-28
EMP00360,49,Marketing,Lead,PhD,Chicago IL,2,107099,Outstanding,2.5,3.4,0,,66,2,2014-11-20
EMP00361,33,Engineering,VP,Bachelor,Austin TX,15,204384,Exceeds Expectations,4.4,4.7,1,Relocation,65,4,2024-04-10
EMP00362,32,HR,Manager,PhD,New York NY,1,131787,Exceeds Expectations,1.0,1.6,1,Personal,50,3,2022-03-16
EMP00363,22,HR,Manager,Master,New York NY,2,122954,Exceeds Expectations,3.9,3.2,0,,28,4,2021-01-17
EMP00364,47,HR,Lead,Master,Austin TX,0,113555,Exceeds Expectations,3.0,3.2,1,Relocation,32,4,2016-08-11
EMP00365,50,Finance,Director,PhD,Chicago IL,12,168453,Outstanding,2.0,2.4,0,,3,3,2022-11-23
EMP00366,26,Sales,Senior,PhD,New York NY,12,105763,Exceeds Expectations,1.9,3.8,0,,66,4,2026-03-23
EMP00367,38,Engineering,Director,Bachelor,Seattle WA,7,159413,Needs Improvement,3.7,4.3,1,Work-Life Balance,45,1,2012-07-11
EMP00368,34,Finance,Mid,Bachelor,San Francisco CA,15,89153,Meets Expectations,3.9,4.5,0,,31,4,2025-04-17
EMP00369,28,Operations,Mid,PhD,New York NY,3,67571,Needs Improvement,3.7,3.5,0,,79,2,2014-11-28
EMP00370,39,Customer Success,Manager,Bachelor,Austin TX,15,125992,Meets Expectations,4.7,2.1,0,,67,3,2016-05-13
EMP00371,24,Customer Success,Manager,PhD,New York NY,11,132901,Needs Improvement,4.1,2.8,0,,1,0,2015-02-22
EMP00372,28,HR,Lead,Master,Seattle WA,10,116848,Meets Expectations,2.0,3.2,0,,78,2,2014-01-22
EMP00373,53,Operations,Mid,Master,Seattle WA,13,71898,Outstanding,4.0,2.5,0,,23,4,2018-03-04
EMP00374,36,Marketing,Manager,Bachelor,San Francisco CA,3,143619,Outstanding,1.9,2.7,0,,19,3,2019-06-06
EMP00375,48,Engineering,Mid,PhD,New York NY,15,69406,Exceeds Expectations,4.4,3.1,0,,32,4,2025-04-17
EMP00376,28,Engineering,Lead,PhD,Boston MA,5,106967,Needs Improvement,2.0,4.4,0,,42,2,2019-07-28
EMP00377,57,Operations,Senior,Bachelor,New York NY,8,96276,Meets Expectations,1.5,4.5,1,Work-Life Balance,41,5,2024-11-29
EMP00378,50,Customer Success,VP,Master,Seattle WA,2,202486,Meets Expectations,2.9,4.8,0,,80,4,2013-02-20
EMP00379,26,Product,VP,PhD,New York NY,2,195308,Exceeds Expectations,2.3,3.6,0,,56,2,2012-01-05
EMP00380,32,Customer Success,Lead,Bachelor,San Francisco CA,5,132990,Needs Improvement,3.9,3.6,1,Career Growth,13,0,2019-04-21
EMP00381,57,Sales,Lead,Master,Chicago IL,1,105863,Needs Improvement,3.1,5.0,0,,19,0,2013-06-14
EMP00382,36,Product,Senior,High School,Austin TX,7,109169,Meets Expectations,3.5,1.5,0,,45,2,2016-10-15
EMP00383,56,Customer Success,Lead,PhD,Boston MA,8,122974,Meets Expectations,4.9,3.8,0,,72,3,2024-04-13
EMP00384,52,Finance,Senior,Master,Austin TX,7,111368,Meets Expectations,2.2,2.6,1,Better Opportunity,66,1,2014-10-06
EMP00385,52,Operations,Senior,PhD,New York NY,0,107536,Needs Improvement,4.8,2.9,0,,76,1,2023-06-14
EMP00386,45,Engineering,Manager,PhD,San Francisco CA,6,133491,Outstanding,2.7,2.0,0,,33,0,2012-10-05
EMP00387,37,Product,Director,High School,San Francisco CA,8,159328,Meets Expectations,3.1,2.1,0,,17,2,2019-02-18
EMP00388,51,Sales,Director,High School,Chicago IL,14,158917,Meets Expectations,3.0,2.3,0,,2,1,2013-06-19
EMP00389,39,Sales,Senior,PhD,San Francisco CA,4,108435,Needs Improvement,1.0,1.4,0,,43,3,2012-03-22
EMP00390,53,Finance,VP,High School,New York NY,11,205194,Meets Expectations,1.1,1.3,0,,50,0,2016-06-19
EMP00391,34,Customer Success,Mid,PhD,Seattle WA,8,91779,Meets Expectations,1.1,4.9,0,,31,5,2018-05-18
EMP00392,51,Engineering,Mid,Master,San Francisco CA,3,82076,Exceeds Expectations,1.8,2.6,0,,80,5,2018-10-02
EMP00393,57,Engineering,Director,Bachelor,Austin TX,3,158300,Needs Improvement,2.2,2.4,0,,30,5,2014-04-24
EMP00394,22,Product,Senior,High School,Chicago IL,5,111030,Needs Improvement,1.5,4.2,0,,60,5,2016-10-06
EMP00395,27,Marketing,Senior,High School,New York NY,7,90167,Needs Improvement,3.7,2.4,0,,19,5,2025-05-11
EMP00396,53,Sales,Mid,Bachelor,Austin TX,7,75378,Outstanding,4.2,4.0,0,,48,2,2024-09-14
EMP00397,24,Marketing,Senior,Bachelor,Chicago IL,15,108154,Meets Expectations,2.2,3.8,0,,44,2,2013-06-24
EMP00398,57,Customer Success,Senior,PhD,Austin TX,5,87256,Exceeds Expectations,2.8,4.3,0,,64,3,2013-05-03
EMP00399,45,Marketing,Junior,Bachelor,Chicago IL,7,55508,Outstanding,3.6,3.2,0,,63,4,2011-08-31
EMP00400,40,Marketing,Manager,High School,San Francisco CA,10,133428,Needs Improvement,1.4,3.1,0,,22,0,2025-04-08
EMP00401,53,HR,Junior,Master,Austin TX,6,48235,Outstanding,3.6,2.6,1,Work-Life Balance,28,4,2015-12-03
EMP00402,35,Sales,Junior,PhD,New York NY,15,74155,Exceeds Expectations,2.9,3.6,0,,7,4,2013-12-31
EMP00403,24,Finance,Manager,High School,Boston MA,2,147343,Needs Improvement,4.8,4.8,0,,29,4,2021-05-28
EMP00404,34,Product,Mid,High School,Boston MA,7,83678,Outstanding,1.7,4.0,0,,73,2,2015-07-04
EMP00405,49,Customer Success,Director,PhD,New York NY,3,155466,Meets Expectations,3.2,3.0,0,,40,4,2020-09-03
EMP00406,45,Operations,VP,Bachelor,Seattle WA,13,215040,Meets Expectations,4.3,2.3,0,,70,5,2012-04-19
EMP00407,50,Finance,Senior,Bachelor,New York NY,14,98011,Needs Improvement,1.1,2.1,1,Better Opportunity,38,1,2016-09-17
EMP00408,42,HR,VP,High School,Austin TX,0,215281,Meets Expectations,3.8,2.1,0,,58,2,2020-04-25
EMP00409,38,Marketing,Mid,PhD,Chicago IL,11,94151,Needs Improvement,1.9,4.2,0,,27,5,2016-11-04
EMP00410,42,Sales,Director,Master,Austin TX,15,155665,Needs Improvement,4.6,3.8,0,,73,3,2015-06-10
EMP00411,25,Sales,VP,Bachelor,Boston MA,10,201400,Needs Improvement,2.7,4.7,0,,77,0,2013-08-13
EMP00412,41,Product,Junior,Bachelor,Austin TX,1,55463,Meets Expectations,1.6,3.0,0,,50,3,2012-10-21
EMP00413,49,Sales,Mid,PhD,New York NY,9,90767,Needs Improvement,1.5,1.3,0,,10,3,2012-05-01
EMP00414,30,Product,VP,Bachelor,San Francisco CA,4,205758,Meets Expectations,3.0,3.6,0,,9,2,2017-08-20
EMP00415,58,Product,Senior,Master,Chicago IL,2,88687,Exceeds Expectations,2.7,2.4,0,,3,2,2019-03-06
EMP00416,50,Marketing,Senior,Bachelor,Boston MA,4,99433,Exceeds Expectations,4.3,1.8,1,Better Opportunity,14,5,2023-10-30
EMP00417,31,Engineering,Mid,High School,New York NY,9,65450,Outstanding,4.2,2.2,0,,26,5,2014-03-15
EMP00418,56,HR,Mid,PhD,Chicago IL,8,82983,Needs Improvement,3.9,1.6,0,,67,0,2019-07-24
EMP00419,25,Finance,Mid,High School,Seattle WA,9,71576,Needs Improvement,3.5,1.2,0,,34,5,2022-11-17
EMP00420,28,Operations,VP,High School,New York NY,0,199584,Outstanding,3.6,1.9,0,,62,4,2019-05-31
EMP00421,34,Sales,Mid,Master,Seattle WA,14,83372,Exceeds Expectations,1.1,2.0,0,,50,5,2011-07-09
EMP00422,44,Marketing,Junior,High School,Boston MA,11,56645,Exceeds Expectations,1.9,4.9,0,,32,3,2018-04-10
EMP00423,39,Engineering,Manager,Bachelor,Seattle WA,7,124971,Outstanding,2.6,1.5,0,,30,4,2020-07-24
EMP00424,41,Marketing,Lead,Bachelor,New York NY,10,119718,Meets Expectations,1.8,1.6,0,,67,1,2023-07-07
EMP00425,31,Product,VP,Master,San Francisco CA,5,200403,Meets Expectations,3.1,3.9,1,Personal,3,2,2016-09-17
EMP00426,41,Product,Lead,Bachelor,San Francisco CA,14,129432,Exceeds Expectations,4.6,4.7,0,,13,1,2020-04-07
EMP00427,39,Marketing,Junior,Bachelor,Chicago IL,7,64541,Outstanding,3.7,2.4,1,Relocation,60,5,2012-12-21
EMP00428,46,Operations,Mid,Master,Seattle WA,15,80527,Needs Improvement,1.8,1.1,1,Compensation,25,1,2011-10-31
EMP00429,50,Sales,Mid,High School,Chicago IL,15,87539,Outstanding,2.8,2.0,0,,48,5,2024-10-07
EMP00430,58,Operations,Lead,PhD,Boston MA,1,122060,Meets Expectations,2.8,4.5,1,Better Opportunity,71,3,2016-11-16
EMP00431,40,Engineering,Mid,PhD,New York NY,14,78042,Meets Expectations,4.1,2.1,0,,78,0,2024-02-26
EMP00432,50,Marketing,Lead,PhD,Seattle WA,2,128679,Meets Expectations,1.7,3.3,0,,41,3,2012-01-15
EMP00433,51,Engineering,Mid,High School,Austin TX,6,93919,Meets Expectations,2.0,3.8,0,,14,5,2015-10-10
EMP00434,45,Customer Success,Director,PhD,Chicago IL,2,167164,Meets Expectations,3.9,4.9,0,,48,0,2025-05-03
EMP00435,58,Marketing,Senior,Master,New York NY,4,90312,Outstanding,1.7,3.8,0,,57,2,2016-12-18
EMP00436,30,Marketing,Junior,High School,Chicago IL,6,45115,Outstanding,2.0,2.8,0,,63,1,2012-04-28
EMP00437,52,HR,Manager,Bachelor,Austin TX,14,133439,Exceeds Expectations,3.4,1.0,0,,23,1,2012-08-13
EMP00438,44,Engineering,Director,Master,Austin TX,1,154763,Exceeds Expectations,3.7,4.4,0,,6,0,2011-07-09
EMP00439,32,Product,Mid,PhD,Boston MA,9,85024,Meets Expectations,3.8,3.3,0,,74,2,2021-12-27
EMP00440,41,Engineering,Junior,Master,Seattle WA,10,57077,Needs Improvement,4.3,4.0,0,,17,0,2021-10-03
EMP00441,55,Finance,Senior,PhD,Boston MA,13,102191,Needs Improvement,1.8,1.2,0,,77,5,2020-06-24
EMP00442,42,Finance,Lead,PhD,Seattle WA,8,122216,Outstanding,3.5,4.7,0,,23,4,2022-01-28
EMP00443,40,HR,Director,PhD,Seattle WA,6,150051,Meets Expectations,2.9,4.2,1,Better Opportunity,42,2,2011-08-22
EMP00444,34,HR,Junior,High School,Austin TX,9,53336,Exceeds Expectations,2.2,3.0,0,,42,2,2018-03-22
EMP00445,58,Product,Director,PhD,Austin TX,0,177264,Outstanding,2.3,2.4,1,Personal,17,3,2024-08-22
